order_id,actual_delivery_date,delay_reason,driver_id,driver_name,hub_name,is_delayed,is_on_time,order_date,order_status,vehicle_code,vehicle_type,csat,delivery_hrs,hub_processing_hrs,order_year,order_month,order_month_name,order_quarter,order_dayofweek,is_weekend
1095,2023-06-16,,55,Matthew Rodriguez,Austin Hub,False,True,2023-06-15,Delivered,FT-020,Truck,5,32.86,3.55,2023,6,Jun,2,Thursday,False
26254,2024-08-18,,55,Matthew Rodriguez,Austin Hub,False,True,2024-08-17,Delivered,FT-020,Truck,5,33.06,3.55,2024,8,Aug,3,Saturday,True
7117,2024-02-28,,55,Matthew Rodriguez,Austin Hub,False,True,2024-02-26,Delivered,FT-020,Truck,5,56.58,3.59,2024,2,Feb,1,Monday,False
21188,2023-05-14,,34,Matthew Smith,Austin Hub,False,True,2023-05-12,Delivered,FT-020,Truck,5,50.55,0.49,2023,5,May,2,Friday,False
13520,2024-04-20,,34,Matthew Smith,Austin Hub,False,True,2024-04-19,Delivered,FT-020,Truck,5,45.07,0.56,2024,4,Apr,2,Friday,False
16613,2023-04-16,,34,Matthew Smith,Austin Hub,False,True,2023-04-16,Delivered,FT-020,Truck,5,3.02,0.64,2023,4,Apr,2,Sunday,True
8909,2023-07-29,,34,Matthew Smith,Austin Hub,False,True,2023-07-29,Delivered,FT-020,Truck,5,4.87,0.97,2023,7,Jul,3,Saturday,True
19352,2023-01-24,,34,Matthew Smith,Austin Hub,False,True,2023-01-24,Delivered,FT-020,Truck,5,12.32,1.5,2023,1,Jan,1,Tuesday,False
13464,2023-01-24,,34,Matthew Smith,Austin Hub,False,True,2023-01-24,Delivered,FT-020,Truck,5,11.9,1.74,2023,1,Jan,1,Tuesday,False
1578,2024-04-13,,34,Matthew Smith,Austin Hub,False,True,2024-04-11,Delivered,FT-020,Truck,5,55.78,1.75,2024,4,Apr,2,Thursday,False
11910,2024-03-11,,34,Matthew Smith,Austin Hub,False,True,2024-03-10,Delivered,FT-020,Truck,5,47.43,1.81,2024,3,Mar,1,Sunday,True
6325,2024-10-01,,34,Matthew Smith,Austin Hub,False,True,2024-09-30,Delivered,FT-020,Truck,5,36.61,1.85,2024,9,Sep,3,Monday,False
14902,2024-09-24,,34,Matthew Smith,Austin Hub,False,True,2024-09-22,Delivered,FT-020,Truck,5,51.34,1.88,2024,9,Sep,3,Sunday,True
19238,2023-06-25,,34,Matthew Smith,Austin Hub,False,True,2023-06-25,Delivered,FT-020,Truck,5,6.42,2.07,2023,6,Jun,2,Sunday,True
13634,2023-07-07,,34,Matthew Smith,Austin Hub,False,True,2023-07-05,Delivered,FT-020,Truck,5,48.35,2.07,2023,7,Jul,3,Wednesday,False
12355,2024-10-01,,34,Matthew Smith,Austin Hub,False,True,2024-09-30,Delivered,FT-020,Truck,5,38.44,2.08,2024,9,Sep,3,Monday,False
4305,2023-02-10,,34,Matthew Smith,Austin Hub,False,True,2023-02-09,Delivered,FT-020,Truck,5,43.68,2.23,2023,2,Feb,1,Thursday,False
26558,2024-08-11,,34,Matthew Smith,Austin Hub,False,True,2024-08-11,Delivered,FT-020,Truck,5,21.06,2.23,2024,8,Aug,3,Sunday,True
10756,2023-12-27,,34,Matthew Smith,Austin Hub,False,True,2023-12-26,Delivered,FT-020,Truck,5,28.67,2.27,2023,12,Dec,4,Tuesday,False
11958,2023-09-22,,34,Matthew Smith,Austin Hub,False,True,2023-09-20,Delivered,FT-020,Truck,5,54.57,2.3,2023,9,Sep,3,Wednesday,False
9926,2023-11-19,,34,Matthew Smith,Austin Hub,False,True,2023-11-19,Delivered,FT-020,Truck,5,12.89,2.48,2023,11,Nov,4,Sunday,True
27934,2024-02-26,,34,Matthew Smith,Austin Hub,False,True,2024-02-25,Delivered,FT-020,Truck,5,25.18,2.55,2024,2,Feb,1,Sunday,True
14521,2024-12-14,,34,Matthew Smith,Austin Hub,False,True,2024-12-13,Delivered,FT-020,Truck,5,28.09,2.71,2024,12,Dec,4,Friday,False
22731,2023-02-05,,34,Matthew Smith,Austin Hub,False,True,2023-02-05,Delivered,FT-020,Truck,5,3.45,2.85,2023,2,Feb,1,Sunday,True
10315,2023-06-08,,34,Matthew Smith,Austin Hub,False,True,2023-06-07,Delivered,FT-020,Truck,5,30.05,2.91,2023,6,Jun,2,Wednesday,False
25832,2023-07-24,,34,Matthew Smith,Austin Hub,False,True,2023-07-24,Delivered,FT-020,Truck,5,14.45,3.03,2023,7,Jul,3,Monday,False
3239,2024-07-08,,34,Matthew Smith,Austin Hub,False,True,2024-07-07,Delivered,FT-020,Truck,5,43.04,3.03,2024,7,Jul,3,Sunday,True
3360,2023-08-02,,34,Matthew Smith,Austin Hub,False,True,2023-07-31,Delivered,FT-020,Truck,5,57.11,3.05,2023,7,Jul,3,Monday,False
24603,2023-03-15,,34,Matthew Smith,Austin Hub,False,True,2023-03-15,Delivered,FT-020,Truck,5,13.15,3.25,2023,3,Mar,1,Wednesday,False
21885,2024-08-16,,34,Matthew Smith,Austin Hub,False,True,2024-08-16,Delivered,FT-020,Truck,5,6.32,3.38,2024,8,Aug,3,Friday,False
3022,2024-05-12,,34,Matthew Smith,Austin Hub,False,True,2024-05-12,Delivered,FT-020,Truck,5,8.29,3.48,2024,5,May,2,Sunday,True
15348,2024-11-15,,25,Nancy Harris,Austin Hub,False,True,2024-11-15,Delivered,FT-020,Truck,5,11.41,1.01,2024,11,Nov,4,Friday,False
20371,2024-07-17,,25,Nancy Harris,Austin Hub,False,True,2024-07-17,Delivered,FT-020,Truck,5,23.65,1.05,2024,7,Jul,3,Wednesday,False
8032,2023-02-25,,25,Nancy Harris,Austin Hub,False,True,2023-02-23,Delivered,FT-020,Truck,5,50.68,1.23,2023,2,Feb,1,Thursday,False
23936,2023-06-03,,25,Nancy Harris,Austin Hub,False,True,2023-06-03,Delivered,FT-020,Truck,5,21.72,1.29,2023,6,Jun,2,Saturday,True
25451,2023-11-24,,25,Nancy Harris,Austin Hub,False,True,2023-11-24,Delivered,FT-020,Truck,5,7.99,1.35,2023,11,Nov,4,Friday,False
3091,2024-09-21,,25,Nancy Harris,Austin Hub,False,True,2024-09-19,Delivered,FT-020,Truck,5,58.89,1.5,2024,9,Sep,3,Thursday,False
4619,2023-05-26,,25,Nancy Harris,Austin Hub,False,True,2023-05-26,Delivered,FT-020,Truck,5,14.93,1.54,2023,5,May,2,Friday,False
10445,2023-02-05,,25,Nancy Harris,Austin Hub,False,True,2023-02-05,Delivered,FT-020,Truck,5,23.98,1.73,2023,2,Feb,1,Sunday,True
7993,2023-10-02,,25,Nancy Harris,Austin Hub,False,True,2023-10-02,Delivered,FT-020,Truck,5,5.19,1.88,2023,10,Oct,4,Monday,False
14298,2023-11-21,,25,Nancy Harris,Austin Hub,False,True,2023-11-20,Delivered,FT-020,Truck,5,34.24,1.9,2023,11,Nov,4,Monday,False
2906,2024-08-12,,25,Nancy Harris,Austin Hub,False,True,2024-08-11,Delivered,FT-020,Truck,5,36.33,1.9,2024,8,Aug,3,Sunday,True
23856,2024-06-16,,25,Nancy Harris,Austin Hub,False,True,2024-06-16,Delivered,FT-020,Truck,5,11.27,1.98,2024,6,Jun,2,Sunday,True
10355,2024-11-22,,25,Nancy Harris,Austin Hub,False,True,2024-11-21,Delivered,FT-020,Truck,5,41.43,2.13,2024,11,Nov,4,Thursday,False
16948,2023-03-05,,25,Nancy Harris,Austin Hub,False,True,2023-03-03,Delivered,FT-020,Truck,5,51.01,2.31,2023,3,Mar,1,Friday,False
6438,2024-03-06,,25,Nancy Harris,Austin Hub,False,True,2024-03-05,Delivered,FT-020,Truck,5,47.03,2.37,2024,3,Mar,1,Tuesday,False
5046,2023-02-11,,25,Nancy Harris,Austin Hub,False,True,2023-02-09,Delivered,FT-020,Truck,5,56.9,2.43,2023,2,Feb,1,Thursday,False
14341,2023-10-24,,25,Nancy Harris,Austin Hub,False,True,2023-10-23,Delivered,FT-020,Truck,5,33.5,2.8,2023,10,Oct,4,Monday,False
12886,2024-06-16,,25,Nancy Harris,Austin Hub,False,True,2024-06-16,Delivered,FT-020,Truck,5,7.52,2.81,2024,6,Jun,2,Sunday,True
19616,2023-11-17,,25,Nancy Harris,Austin Hub,False,True,2023-11-17,Delivered,FT-020,Truck,5,18.04,3.06,2023,11,Nov,4,Friday,False
7493,2023-04-21,,25,Nancy Harris,Austin Hub,False,True,2023-04-19,Delivered,FT-020,Truck,5,63.63,3.42,2023,4,Apr,2,Wednesday,False
10073,2024-12-21,,25,Nancy Harris,Austin Hub,False,True,2024-12-20,Delivered,FT-020,Truck,5,29.11,4.1,2024,12,Dec,4,Friday,False
10748,2024-01-29,,21,Patricia Martinez,Austin Hub,False,True,2024-01-29,Delivered,FT-020,Truck,5,21.88,0.47,2024,1,Jan,1,Monday,False
1420,2024-12-08,,21,Patricia Martinez,Austin Hub,False,True,2024-12-08,Delivered,FT-020,Truck,5,17.85,0.61,2024,12,Dec,4,Sunday,True
5565,2023-10-06,,21,Patricia Martinez,Austin Hub,False,True,2023-10-04,Delivered,FT-020,Truck,5,61.88,0.74,2023,10,Oct,4,Wednesday,False
20903,2023-06-07,,21,Patricia Martinez,Austin Hub,False,True,2023-06-06,Delivered,FT-020,Truck,5,46.34,0.82,2023,6,Jun,2,Tuesday,False
17119,2024-04-28,,21,Patricia Martinez,Austin Hub,False,True,2024-04-28,Delivered,FT-020,Truck,5,12.53,0.87,2024,4,Apr,2,Sunday,True
26528,2024-11-29,,21,Patricia Martinez,Austin Hub,False,True,2024-11-28,Delivered,FT-020,Truck,5,35.4,1.26,2024,11,Nov,4,Thursday,False
5876,2024-05-29,,21,Patricia Martinez,Austin Hub,False,True,2024-05-27,Delivered,FT-020,Truck,5,50.35,1.3,2024,5,May,2,Monday,False
5692,2024-04-03,,21,Patricia Martinez,Austin Hub,False,True,2024-04-01,Delivered,FT-020,Truck,5,57.41,1.34,2024,4,Apr,2,Monday,False
4194,2024-05-14,,21,Patricia Martinez,Austin Hub,False,True,2024-05-13,Delivered,FT-020,Truck,5,41.59,1.39,2024,5,May,2,Monday,False
27799,2024-11-07,,21,Patricia Martinez,Austin Hub,False,True,2024-11-07,Delivered,FT-020,Truck,5,4.42,1.39,2024,11,Nov,4,Thursday,False
17122,2023-07-09,,21,Patricia Martinez,Austin Hub,False,True,2023-07-08,Delivered,FT-020,Truck,5,35.9,1.4,2023,7,Jul,3,Saturday,True
17740,2023-01-17,,21,Patricia Martinez,Austin Hub,False,True,2023-01-17,Delivered,FT-020,Truck,5,21.34,1.45,2023,1,Jan,1,Tuesday,False
7511,2024-02-20,,21,Patricia Martinez,Austin Hub,False,True,2024-02-20,Delivered,FT-020,Truck,5,13.76,1.67,2024,2,Feb,1,Tuesday,False
27467,2024-12-03,,21,Patricia Martinez,Austin Hub,False,True,2024-12-02,Delivered,FT-020,Truck,5,30.56,1.69,2024,12,Dec,4,Monday,False
10187,2024-06-20,,21,Patricia Martinez,Austin Hub,False,True,2024-06-18,Delivered,FT-020,Truck,5,49.94,1.85,2024,6,Jun,2,Tuesday,False
19495,2024-02-06,,21,Patricia Martinez,Austin Hub,False,True,2024-02-06,Delivered,FT-020,Truck,5,10.44,1.95,2024,2,Feb,1,Tuesday,False
8341,2023-06-19,,21,Patricia Martinez,Austin Hub,False,True,2023-06-18,Delivered,FT-020,Truck,5,30.94,2.07,2023,6,Jun,2,Sunday,True
15687,2023-03-10,,21,Patricia Martinez,Austin Hub,False,True,2023-03-10,Delivered,FT-020,Truck,5,15.48,2.12,2023,3,Mar,1,Friday,False
8202,2024-03-24,,21,Patricia Martinez,Austin Hub,False,True,2024-03-22,Delivered,FT-020,Truck,5,57.6,2.12,2024,3,Mar,1,Friday,False
25328,2023-04-23,,21,Patricia Martinez,Austin Hub,False,True,2023-04-23,Delivered,FT-020,Truck,5,2.74,2.2,2023,4,Apr,2,Sunday,True
12144,2023-06-24,,21,Patricia Martinez,Austin Hub,False,True,2023-06-24,Delivered,FT-020,Truck,5,3.66,2.29,2023,6,Jun,2,Saturday,True
13403,2023-04-26,,21,Patricia Martinez,Austin Hub,False,True,2023-04-26,Delivered,FT-020,Truck,5,8.41,2.51,2023,4,Apr,2,Wednesday,False
3358,2023-10-08,,21,Patricia Martinez,Austin Hub,False,True,2023-10-06,Delivered,FT-020,Truck,5,57.7,2.69,2023,10,Oct,4,Friday,False
8203,2023-02-17,,21,Patricia Martinez,Austin Hub,False,True,2023-02-16,Delivered,FT-020,Truck,5,32.14,2.78,2023,2,Feb,1,Thursday,False
27836,2024-05-12,,21,Patricia Martinez,Austin Hub,False,True,2024-05-12,Delivered,FT-020,Truck,5,5.63,2.96,2024,5,May,2,Sunday,True
12720,2023-11-23,,21,Patricia Martinez,Austin Hub,False,True,2023-11-21,Delivered,FT-020,Truck,5,53.62,3.11,2023,11,Nov,4,Tuesday,False
4459,2023-10-10,,21,Patricia Martinez,Austin Hub,False,True,2023-10-10,Delivered,FT-020,Truck,5,22.85,3.32,2023,10,Oct,4,Tuesday,False
27534,2024-08-16,,33,Charles Davis,Dallas Main Hub,False,True,2024-08-16,Delivered,FT-018,Truck,5,8.4,0.58,2024,8,Aug,3,Friday,False
13860,2023-05-15,,33,Charles Davis,Dallas Main Hub,False,True,2023-05-14,Delivered,FT-018,Truck,5,32.64,0.77,2023,5,May,2,Sunday,True
26163,2023-12-14,,33,Charles Davis,Dallas Main Hub,False,True,2023-12-12,Delivered,FT-018,Truck,5,65.43,0.95,2023,12,Dec,4,Tuesday,False
8160,2023-02-01,,33,Charles Davis,Dallas Main Hub,False,True,2023-01-30,Delivered,FT-018,Truck,5,54.58,1.21,2023,1,Jan,1,Monday,False
24330,2024-04-26,,33,Charles Davis,Dallas Main Hub,False,True,2024-04-25,Delivered,FT-018,Truck,5,34.48,1.22,2024,4,Apr,2,Thursday,False
14490,2024-04-15,,33,Charles Davis,Dallas Main Hub,False,True,2024-04-13,Delivered,FT-018,Truck,5,53.12,1.24,2024,4,Apr,2,Saturday,True
13631,2023-04-08,,33,Charles Davis,Dallas Main Hub,False,True,2023-04-07,Delivered,FT-018,Truck,5,26.5,1.49,2023,4,Apr,2,Friday,False
7089,2023-01-21,,33,Charles Davis,Dallas Main Hub,False,True,2023-01-19,Delivered,FT-018,Truck,5,51.72,1.81,2023,1,Jan,1,Thursday,False
6847,2024-07-28,,33,Charles Davis,Dallas Main Hub,False,True,2024-07-28,Delivered,FT-018,Truck,5,3.98,1.82,2024,7,Jul,3,Sunday,True
11962,2024-09-29,,33,Charles Davis,Dallas Main Hub,False,True,2024-09-27,Delivered,FT-018,Truck,5,51.68,2.05,2024,9,Sep,3,Friday,False
27035,2024-03-31,,33,Charles Davis,Dallas Main Hub,False,True,2024-03-29,Delivered,FT-018,Truck,5,57.23,2.26,2024,3,Mar,1,Friday,False
19910,2024-03-22,,33,Charles Davis,Dallas Main Hub,False,True,2024-03-20,Delivered,FT-018,Truck,5,57.3,2.27,2024,3,Mar,1,Wednesday,False
20216,2023-05-22,,33,Charles Davis,Dallas Main Hub,False,True,2023-05-21,Delivered,FT-018,Truck,5,36.32,2.54,2023,5,May,2,Sunday,True
2413,2024-07-13,,33,Charles Davis,Dallas Main Hub,False,True,2024-07-12,Delivered,FT-018,Truck,5,36.66,2.8,2024,7,Jul,3,Friday,False
3490,2024-11-26,,33,Charles Davis,Dallas Main Hub,False,True,2024-11-24,Delivered,FT-018,Truck,5,54.13,2.94,2024,11,Nov,4,Sunday,True
16491,2023-09-16,,33,Charles Davis,Dallas Main Hub,False,True,2023-09-16,Delivered,FT-018,Truck,5,10.83,3.11,2023,9,Sep,3,Saturday,True
1820,2024-04-27,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-04-25,Delivered,FT-018,Truck,5,56.15,0.56,2024,4,Apr,2,Thursday,False
22858,2024-02-24,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-02-22,Delivered,FT-018,Truck,5,51.08,0.63,2024,2,Feb,1,Thursday,False
3788,2024-10-14,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-10-14,Delivered,FT-018,Truck,5,22.99,1.46,2024,10,Oct,4,Monday,False
15320,2023-05-15,,42,Charles Hernandez,Dallas Main Hub,False,True,2023-05-13,Delivered,FT-018,Truck,5,50.53,1.53,2023,5,May,2,Saturday,True
12343,2024-02-20,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-02-19,Delivered,FT-018,Truck,5,47.03,1.99,2024,2,Feb,1,Monday,False
14758,2024-04-07,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-04-07,Delivered,FT-018,Truck,5,7.54,2.13,2024,4,Apr,2,Sunday,True
9562,2023-04-26,,42,Charles Hernandez,Dallas Main Hub,False,True,2023-04-25,Delivered,FT-018,Truck,5,45.08,2.54,2023,4,Apr,2,Tuesday,False
24135,2024-04-23,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-04-23,Delivered,FT-018,Truck,5,4.17,2.6,2024,4,Apr,2,Tuesday,False
16866,2024-03-13,,42,Charles Hernandez,Dallas Main Hub,False,True,2024-03-13,Delivered,FT-018,Truck,5,23.23,2.9,2024,3,Mar,1,Wednesday,False
17022,2024-12-07,,40,Charles Moore,Dallas Main Hub,False,True,2024-12-06,Delivered,FT-018,Truck,5,44.12,0.58,2024,12,Dec,4,Friday,False
8735,2024-06-17,,40,Charles Moore,Dallas Main Hub,False,True,2024-06-16,Delivered,FT-018,Truck,5,27.23,0.7,2024,6,Jun,2,Sunday,True
20361,2024-12-27,,40,Charles Moore,Dallas Main Hub,False,True,2024-12-26,Delivered,FT-018,Truck,5,44.95,0.78,2024,12,Dec,4,Thursday,False
26245,2024-05-04,,40,Charles Moore,Dallas Main Hub,False,True,2024-05-04,Delivered,FT-018,Truck,5,6.71,0.82,2024,5,May,2,Saturday,True
12917,2024-02-16,,40,Charles Moore,Dallas Main Hub,False,True,2024-02-15,Delivered,FT-018,Truck,5,45.62,1.01,2024,2,Feb,1,Thursday,False
20264,2023-07-03,,40,Charles Moore,Dallas Main Hub,False,True,2023-07-03,Delivered,FT-018,Truck,5,9.19,1.06,2023,7,Jul,3,Monday,False
8465,2023-08-04,,40,Charles Moore,Dallas Main Hub,False,True,2023-08-03,Delivered,FT-018,Truck,5,36.76,1.11,2023,8,Aug,3,Thursday,False
14266,2024-09-03,,40,Charles Moore,Dallas Main Hub,False,True,2024-09-02,Delivered,FT-018,Truck,5,24.74,1.25,2024,9,Sep,3,Monday,False
6100,2024-01-11,,40,Charles Moore,Dallas Main Hub,False,True,2024-01-09,Delivered,FT-018,Truck,5,54.62,1.27,2024,1,Jan,1,Tuesday,False
16134,2024-11-06,,40,Charles Moore,Dallas Main Hub,False,True,2024-11-06,Delivered,FT-018,Truck,5,9.06,1.35,2024,11,Nov,4,Wednesday,False
14133,2023-03-10,,40,Charles Moore,Dallas Main Hub,False,True,2023-03-09,Delivered,FT-018,Truck,5,32.74,1.63,2023,3,Mar,1,Thursday,False
17581,2024-04-06,,40,Charles Moore,Dallas Main Hub,False,True,2024-04-06,Delivered,FT-018,Truck,5,21.43,1.78,2024,4,Apr,2,Saturday,True
18508,2023-12-25,,40,Charles Moore,Dallas Main Hub,False,True,2023-12-23,Delivered,FT-018,Truck,5,50.16,1.85,2023,12,Dec,4,Saturday,True
13282,2023-11-03,,40,Charles Moore,Dallas Main Hub,False,True,2023-11-01,Delivered,FT-018,Truck,5,48.03,1.86,2023,11,Nov,4,Wednesday,False
20299,2024-02-13,,40,Charles Moore,Dallas Main Hub,False,True,2024-02-12,Delivered,FT-018,Truck,5,35.24,2.16,2024,2,Feb,1,Monday,False
18982,2024-12-17,,40,Charles Moore,Dallas Main Hub,False,True,2024-12-16,Delivered,FT-018,Truck,5,40.18,2.45,2024,12,Dec,4,Monday,False
23607,2024-01-20,,40,Charles Moore,Dallas Main Hub,False,True,2024-01-19,Delivered,FT-018,Truck,5,38.03,2.57,2024,1,Jan,1,Friday,False
1778,2024-08-16,,40,Charles Moore,Dallas Main Hub,False,True,2024-08-16,Delivered,FT-018,Truck,5,17.03,2.58,2024,8,Aug,3,Friday,False
10358,2024-08-30,,40,Charles Moore,Dallas Main Hub,False,True,2024-08-28,Delivered,FT-018,Truck,5,53.56,2.62,2024,8,Aug,3,Wednesday,False
20436,2023-08-19,,40,Charles Moore,Dallas Main Hub,False,True,2023-08-19,Delivered,FT-018,Truck,5,3.61,2.65,2023,8,Aug,3,Saturday,True
14519,2024-04-03,,40,Charles Moore,Dallas Main Hub,False,True,2024-04-03,Delivered,FT-018,Truck,5,18.18,2.75,2024,4,Apr,2,Wednesday,False
23969,2023-01-31,,40,Charles Moore,Dallas Main Hub,False,True,2023-01-29,Delivered,FT-018,Truck,5,61.97,2.93,2023,1,Jan,1,Sunday,True
5954,2024-05-08,,40,Charles Moore,Dallas Main Hub,False,True,2024-05-08,Delivered,FT-018,Truck,5,9.06,3.55,2024,5,May,2,Wednesday,False
10807,2023-05-24,,40,Charles Moore,Dallas Main Hub,False,True,2023-05-24,Delivered,FT-018,Truck,5,21.13,3.66,2023,5,May,2,Wednesday,False
10593,2023-08-23,,44,Christopher Davis,Dallas Main Hub,False,True,2023-08-23,Delivered,FT-018,Truck,5,15.25,0.48,2023,8,Aug,3,Wednesday,False
27529,2023-05-02,,44,Christopher Davis,Dallas Main Hub,False,True,2023-05-01,Delivered,FT-018,Truck,5,40.82,0.82,2023,5,May,2,Monday,False
12837,2024-04-27,,44,Christopher Davis,Dallas Main Hub,False,True,2024-04-26,Delivered,FT-018,Truck,5,27.37,0.9,2024,4,Apr,2,Friday,False
14084,2024-08-06,,44,Christopher Davis,Dallas Main Hub,False,True,2024-08-04,Delivered,FT-018,Truck,5,54.57,1.01,2024,8,Aug,3,Sunday,True
5430,2023-11-04,,44,Christopher Davis,Dallas Main Hub,False,True,2023-11-03,Delivered,FT-018,Truck,5,44.25,1.03,2023,11,Nov,4,Friday,False
7889,2024-08-28,,44,Christopher Davis,Dallas Main Hub,False,True,2024-08-27,Delivered,FT-018,Truck,5,39.46,1.04,2024,8,Aug,3,Tuesday,False
7913,2023-07-16,,44,Christopher Davis,Dallas Main Hub,False,True,2023-07-16,Delivered,FT-018,Truck,5,22.6,1.53,2023,7,Jul,3,Sunday,True
6449,2023-03-17,,44,Christopher Davis,Dallas Main Hub,False,True,2023-03-17,Delivered,FT-018,Truck,5,12.12,1.77,2023,3,Mar,1,Friday,False
15514,2023-03-14,,44,Christopher Davis,Dallas Main Hub,False,True,2023-03-13,Delivered,FT-018,Truck,5,30.51,1.83,2023,3,Mar,1,Monday,False
17516,2024-10-14,,44,Christopher Davis,Dallas Main Hub,False,True,2024-10-13,Delivered,FT-018,Truck,5,34.43,1.85,2024,10,Oct,4,Sunday,True
2825,2024-04-30,,44,Christopher Davis,Dallas Main Hub,False,True,2024-04-30,Delivered,FT-018,Truck,5,3.75,1.87,2024,4,Apr,2,Tuesday,False
3165,2024-03-09,,44,Christopher Davis,Dallas Main Hub,False,True,2024-03-08,Delivered,FT-018,Truck,5,33.58,2.19,2024,3,Mar,1,Friday,False
17892,2024-10-05,,44,Christopher Davis,Dallas Main Hub,False,True,2024-10-03,Delivered,FT-018,Truck,5,56.02,2.37,2024,10,Oct,4,Thursday,False
12048,2023-09-28,,44,Christopher Davis,Dallas Main Hub,False,True,2023-09-27,Delivered,FT-018,Truck,5,37.61,2.4,2023,9,Sep,3,Wednesday,False
17930,2024-01-19,,44,Christopher Davis,Dallas Main Hub,False,True,2024-01-19,Delivered,FT-018,Truck,5,22.78,2.85,2024,1,Jan,1,Friday,False
9889,2023-11-28,,44,Christopher Davis,Dallas Main Hub,False,True,2023-11-26,Delivered,FT-018,Truck,5,57.29,2.88,2023,11,Nov,4,Sunday,True
25579,2024-01-14,,44,Christopher Davis,Dallas Main Hub,False,True,2024-01-14,Delivered,FT-018,Truck,5,13.25,2.89,2024,1,Jan,1,Sunday,True
10832,2024-07-10,,44,Christopher Davis,Dallas Main Hub,False,True,2024-07-08,Delivered,FT-018,Truck,5,51.72,3.0,2024,7,Jul,3,Monday,False
10005,2024-10-10,,44,Christopher Davis,Dallas Main Hub,False,True,2024-10-09,Delivered,FT-018,Truck,5,41.19,3.16,2024,10,Oct,4,Wednesday,False
4259,2024-05-21,,44,Christopher Davis,Dallas Main Hub,False,True,2024-05-20,Delivered,FT-018,Truck,5,47.8,3.24,2024,5,May,2,Monday,False
11596,2023-01-10,,44,Christopher Davis,Dallas Main Hub,False,True,2023-01-08,Delivered,FT-018,Truck,5,49.09,3.32,2023,1,Jan,1,Sunday,True
22928,2024-02-19,,44,Christopher Davis,Dallas Main Hub,False,True,2024-02-18,Delivered,FT-018,Truck,5,39.68,3.46,2024,2,Feb,1,Sunday,True
3523,2024-12-02,,44,Christopher Davis,Dallas Main Hub,False,True,2024-11-30,Delivered,FT-018,Truck,5,48.82,3.5,2024,11,Nov,4,Saturday,True
26038,2024-09-26,,44,Christopher Davis,Dallas Main Hub,False,True,2024-09-26,Delivered,FT-018,Truck,5,8.28,3.51,2024,9,Sep,3,Thursday,False
25096,2024-06-09,,54,Donald Anderson,Dallas Main Hub,False,True,2024-06-09,Delivered,FT-018,Truck,5,5.43,0.58,2024,6,Jun,2,Sunday,True
25505,2023-05-12,,54,Donald Anderson,Dallas Main Hub,False,True,2023-05-10,Delivered,FT-018,Truck,5,53.19,0.61,2023,5,May,2,Wednesday,False
14565,2024-05-18,,54,Donald Anderson,Dallas Main Hub,False,True,2024-05-18,Delivered,FT-018,Truck,5,6.5,0.93,2024,5,May,2,Saturday,True
19028,2023-06-08,,54,Donald Anderson,Dallas Main Hub,False,True,2023-06-06,Delivered,FT-018,Truck,5,57.11,0.95,2023,6,Jun,2,Tuesday,False
15866,2023-04-27,,54,Donald Anderson,Dallas Main Hub,False,True,2023-04-27,Delivered,FT-018,Truck,5,20.83,0.96,2023,4,Apr,2,Thursday,False
20631,2023-01-08,,54,Donald Anderson,Dallas Main Hub,False,True,2023-01-08,Delivered,FT-018,Truck,5,18.4,1.07,2023,1,Jan,1,Sunday,True
10388,2024-07-25,,54,Donald Anderson,Dallas Main Hub,False,True,2024-07-24,Delivered,FT-018,Truck,5,45.79,1.15,2024,7,Jul,3,Wednesday,False
4370,2023-04-15,,54,Donald Anderson,Dallas Main Hub,False,True,2023-04-13,Delivered,FT-018,Truck,5,60.67,1.19,2023,4,Apr,2,Thursday,False
11669,2024-10-17,,54,Donald Anderson,Dallas Main Hub,False,True,2024-10-16,Delivered,FT-018,Truck,5,36.73,1.22,2024,10,Oct,4,Wednesday,False
12360,2024-08-05,,54,Donald Anderson,Dallas Main Hub,False,True,2024-08-04,Delivered,FT-018,Truck,5,24.19,1.38,2024,8,Aug,3,Sunday,True
23136,2024-01-08,,54,Donald Anderson,Dallas Main Hub,False,True,2024-01-08,Delivered,FT-018,Truck,5,14.19,1.46,2024,1,Jan,1,Monday,False
14072,2024-07-12,,54,Donald Anderson,Dallas Main Hub,False,True,2024-07-11,Delivered,FT-018,Truck,5,29.79,1.67,2024,7,Jul,3,Thursday,False
9713,2023-11-29,,54,Donald Anderson,Dallas Main Hub,False,True,2023-11-27,Delivered,FT-018,Truck,5,57.3,1.7,2023,11,Nov,4,Monday,False
11133,2024-10-07,,54,Donald Anderson,Dallas Main Hub,False,True,2024-10-05,Delivered,FT-018,Truck,5,60.25,1.95,2024,10,Oct,4,Saturday,True
15944,2024-12-04,,54,Donald Anderson,Dallas Main Hub,False,True,2024-12-04,Delivered,FT-018,Truck,5,3.94,2.07,2024,12,Dec,4,Wednesday,False
8675,2024-01-11,,54,Donald Anderson,Dallas Main Hub,False,True,2024-01-10,Delivered,FT-018,Truck,5,25.43,2.21,2024,1,Jan,1,Wednesday,False
